listing_id,observed_nights,occupied_nights,occupancy_rate,estimated_revenue,average_booked_price
1209255,365,105,0.2876712328767123,0.0,
1209447,365,365,1.0,0.0,
1214306,365,19,0.052054794520547946,0.0,
1214316,365,55,0.1506849315068493,0.0,
1219691,365,79,0.21643835616438356,0.0,
1220471,365,354,0.9698630136986301,0.0,
1220816,365,90,0.2465753424657534,0.0,
1223644,365,280,0.7671232876712328,0.0,
1225820,365,23,0.06301369863013699,0.0,
1244053,365,276,0.7561643835616438,0.0,
1246117,365,278,0.7616438356164383,0.0,
1246769,365,42,0.11506849315068493,0.0,
1246809,365,0,0.0,0.0,
1249060,365,290,0.7945205479452054,0.0,
1251707,365,0,0.0,0.0,
1251763,365,24,0.06575342465753424,0.0,
1251813,365,0,0.0,0.0,
1252147,365,277,0.7589041095890411,0.0,
1252740,365,29,0.07945205479452055,0.0,
1256883,365,83,0.2273972602739726,0.0,
1256892,365,4,0.010958904109589041,0.0,
1259305,365,0,0.0,0.0,
1260259,365,0,0.0,0.0,
1263470,365,178,0.4876712328767123,0.0,
1264287,365,72,0.19726027397260273,0.0,
1266459,365,30,0.0821917808219178,0.0,
1273432,365,34,0.09315068493150686,0.0,
1277033,365,0,0.0,0.0,
1279660,365,12,0.03287671232876712,0.0,
1289082,365,0,0.0,0.0,
1301535,365,192,0.5260273972602739,0.0,
1305009,365,48,0.13150684931506848,0.0,
1307898,365,282,0.7726027397260274,0.0,
1317919,365,0,0.0,0.0,
1321090,365,69,0.18904109589041096,0.0,
1323446,365,39,0.10684931506849316,0.0,
1323634,365,0,0.0,0.0,
1328159,365,11,0.030136986301369864,0.0,
1340668,365,0,0.0,0.0,
1343805,365,212,0.5808219178082191,0.0,
1348777,365,0,0.0,0.0,
1349175,365,27,0.07397260273972603,0.0,
1351716,365,99,0.27123287671232876,0.0,
1354750,365,317,0.8684931506849315,0.0,
1355094,365,32,0.08767123287671233,0.0,
1356339,365,22,0.06027397260273973,0.0,
1364440,365,0,0.0,0.0,
1377812,365,0,0.0,0.0,
1386306,365,8,0.021917808219178082,0.0,
1392332,365,57,0.15616438356164383,0.0,
1404307,365,0,0.0,0.0,
1407502,365,0,0.0,0.0,
1416279,365,301,0.8246575342465754,0.0,
1416763,365,0,0.0,0.0,
1417880,365,0,0.0,0.0,
1427103,365,24,0.06575342465753424,0.0,
1428687,365,10,0.0273972602739726,0.0,
1429904,365,21,0.057534246575342465,0.0,
1432713,365,0,0.0,0.0,
1433440,365,142,0.38904109589041097,0.0,
1439237,365,21,0.057534246575342465,0.0,
1442973,365,150,0.410958904109589,0.0,
1450262,365,46,0.12602739726027398,0.0,
1455269,365,287,0.7863013698630137,0.0,
1455908,365,20,0.0547945205479452,0.0,
1457330,365,247,0.6767123287671233,0.0,
1461971,365,363,0.9945205479452055,0.0,
1472532,365,38,0.10410958904109589,0.0,
1476298,365,69,0.18904109589041096,0.0,
1483944,365,88,0.2410958904109589,0.0,
1484651,365,5,0.0136986301369863,0.0,
1488166,365,0,0.0,0.0,
1493197,365,175,0.4794520547945205,0.0,
1494828,365,34,0.09315068493150686,0.0,
1494986,365,41,0.11232876712328767,0.0,
1495271,365,360,0.9863013698630136,0.0,
1499596,365,356,0.9753424657534246,0.0,
1511620,365,0,0.0,0.0,
1513847,365,15,0.0410958904109589,0.0,
1520449,365,7,0.019178082191780823,0.0,
1520501,365,0,0.0,0.0,
1520533,365,7,0.019178082191780823,0.0,
1520549,365,32,0.08767123287671233,0.0,
1520581,365,15,0.0410958904109589,0.0,
1520593,365,0,0.0,0.0,
1521633,365,0,0.0,0.0,
1525972,365,6,0.01643835616438356,0.0,
1531458,365,12,0.03287671232876712,0.0,
1534622,365,0,0.0,0.0,
1537246,365,99,0.27123287671232876,0.0,
1538865,365,121,0.3315068493150685,0.0,
1539463,365,0,0.0,0.0,
1539476,365,0,0.0,0.0,
1541705,365,0,0.0,0.0,
1545801,365,0,0.0,0.0,
1547337,365,14,0.038356164383561646,0.0,
1549973,365,0,0.0,0.0,
1556170,365,18,0.049315068493150684,0.0,
1557314,365,0,0.0,0.0,
1561256,365,8,0.021917808219178082,0.0,
1562643,365,60,0.1643835616438356,0.0,
1566487,365,4,0.010958904109589041,0.0,
1571230,365,0,0.0,0.0,
1579615,365,25,0.0684931506849315,0.0,
1583047,365,108,0.2958904109589041,0.0,
1589461,365,0,0.0,0.0,
1589681,365,8,0.021917808219178082,0.0,
1593939,365,0,0.0,0.0,
1593991,365,0,0.0,0.0,
1594219,365,98,0.2684931506849315,0.0,
1594313,365,98,0.2684931506849315,0.0,
1594328,365,281,0.7698630136986301,0.0,
1594412,365,0,0.0,0.0,
1599856,365,17,0.04657534246575343,0.0,
1601714,365,0,0.0,0.0,
1602421,365,241,0.6602739726027397,0.0,
1602488,365,0,0.0,0.0,
