level,setting,identifier,record_count,even_share,vs_even
partition_key,listing_id,5489676,365,365.0,1.0
partition_key,listing_id,9347157,365,365.0,1.0
partition_key,listing_id,10035644,365,365.0,1.0
partition_key,listing_id,8293287,365,365.0,1.0
partition_key,listing_id,910784,365,365.0,1.0
partition_key,listing_id,7071222,365,365.0,1.0
partition_key,listing_id,8687716,365,365.0,1.0
partition_key,listing_id,7430679,365,365.0,1.0
partition_key,listing_id,180939,365,365.0,1.0
partition_key,listing_id,6884604,365,365.0,1.0
partition_key,listing_id,7397476,365,365.0,1.0
partition_key,listing_id,1063855,365,365.0,1.0
partition_key,listing_id,8865006,365,365.0,1.0
partition_key,listing_id,8069192,365,365.0,1.0
partition_key,listing_id,2800448,365,365.0,1.0
partition_key,listing_id,9076287,365,365.0,1.0
partition_key,listing_id,7462439,365,365.0,1.0
partition_key,listing_id,8225635,365,365.0,1.0
partition_key,listing_id,2966415,365,365.0,1.0
partition_key,listing_id,4639465,365,365.0,1.0
partition_key,listing_id,7402190,365,365.0,1.0
partition_key,listing_id,9448719,365,365.0,1.0
partition_key,listing_id,5670781,365,365.0,1.0
partition_key,listing_id,1905473,365,365.0,1.0
partition_key,listing_id,7266662,365,365.0,1.0
partition_key,listing_id,9095510,365,365.0,1.0
partition_key,listing_id,7401854,365,365.0,1.0
partition_key,listing_id,5174876,365,365.0,1.0
partition_key,listing_id,1256883,365,365.0,1.0
partition_key,listing_id,8072850,365,365.0,1.0
partition_key,listing_id,6706377,365,365.0,1.0
partition_key,listing_id,9738522,365,365.0,1.0
partition_key,listing_id,2995996,365,365.0,1.0
partition_key,listing_id,6674408,365,365.0,1.0
partition_key,listing_id,6801095,365,365.0,1.0
partition_key,listing_id,143704,365,365.0,1.0
partition_key,listing_id,9258305,365,365.0,1.0
partition_key,listing_id,3727017,365,365.0,1.0
partition_key,listing_id,789966,365,365.0,1.0
partition_key,listing_id,6864319,365,365.0,1.0
partition_key,listing_id,1539463,365,365.0,1.0
partition_key,listing_id,9591787,365,365.0,1.0
partition_key,listing_id,10279830,365,365.0,1.0
partition_key,listing_id,1956553,365,365.0,1.0
partition_key,listing_id,7396508,365,365.0,1.0
partition_key,listing_id,6272065,365,365.0,1.0
partition_key,listing_id,7072218,365,365.0,1.0
partition_key,listing_id,7075948,365,365.0,1.0
partition_key,listing_id,7543458,365,365.0,1.0
partition_key,listing_id,3769336,365,365.0,1.0
partition_key,listing_id,8666707,365,365.0,1.0
partition_key,listing_id,7205443,365,365.0,1.0
partition_key,listing_id,193371,365,365.0,1.0
partition_key,listing_id,9957555,365,365.0,1.0
partition_key,listing_id,6795678,365,365.0,1.0
partition_key,listing_id,9300972,365,365.0,1.0
partition_key,listing_id,8047522,365,365.0,1.0
partition_key,listing_id,9457328,365,365.0,1.0
partition_key,listing_id,6576006,365,365.0,1.0
partition_key,listing_id,7971334,365,365.0,1.0
partition_key,listing_id,1984962,365,365.0,1.0
partition_key,listing_id,9292039,365,365.0,1.0
partition_key,listing_id,6661617,365,365.0,1.0
partition_key,listing_id,8848854,365,365.0,1.0
partition_key,listing_id,3251069,365,365.0,1.0
partition_key,listing_id,4111137,365,365.0,1.0
partition_key,listing_id,4760472,365,365.0,1.0
partition_key,listing_id,8968925,365,365.0,1.0
partition_key,listing_id,3293438,365,365.0,1.0
partition_key,listing_id,9210978,365,365.0,1.0
partition_key,listing_id,3319386,365,365.0,1.0
partition_key,listing_id,7717813,365,365.0,1.0
partition_key,listing_id,5578943,365,365.0,1.0
partition_key,listing_id,7660932,365,365.0,1.0
partition_key,listing_id,4271221,365,365.0,1.0
partition_key,listing_id,6358605,365,365.0,1.0
partition_key,listing_id,1439237,365,365.0,1.0
partition_key,listing_id,7775167,365,365.0,1.0
partition_key,listing_id,7437784,365,365.0,1.0
partition_key,listing_id,9628972,365,365.0,1.0
partition_key,listing_id,8425013,365,365.0,1.0
partition_key,listing_id,6925807,365,365.0,1.0
partition_key,listing_id,7400955,365,365.0,1.0
partition_key,listing_id,8174389,365,365.0,1.0
partition_key,listing_id,6292452,365,365.0,1.0
partition_key,listing_id,9095668,365,365.0,1.0
partition_key,listing_id,413733,365,365.0,1.0
partition_key,listing_id,8783900,365,365.0,1.0
partition_key,listing_id,639130,365,365.0,1.0
partition_key,listing_id,2484067,365,365.0,1.0
partition_key,listing_id,3533112,365,365.0,1.0
partition_key,listing_id,2249292,365,365.0,1.0
partition_key,listing_id,7838294,365,365.0,1.0
partition_key,listing_id,6133354,365,365.0,1.0
partition_key,listing_id,7987836,365,365.0,1.0
partition_key,listing_id,9910025,365,365.0,1.0
partition_key,listing_id,7364024,365,365.0,1.0
partition_key,listing_id,9362082,365,365.0,1.0
partition_key,listing_id,8847108,365,365.0,1.0
partition_key,listing_id,7462428,365,365.0,1.0
partition_key,listing_id,4370312,365,365.0,1.0
partition_key,listing_id,4053972,365,365.0,1.0
partition_key,listing_id,6209191,365,365.0,1.0
partition_key,listing_id,10123910,365,365.0,1.0
partition_key,listing_id,6412858,365,365.0,1.0
partition_key,listing_id,3987838,365,365.0,1.0
partition_key,listing_id,7027507,365,365.0,1.0
partition_key,listing_id,6587443,365,365.0,1.0
partition_key,listing_id,10204689,365,365.0,1.0
partition_key,listing_id,1029680,365,365.0,1.0
partition_key,listing_id,7208439,365,365.0,1.0
partition_key,listing_id,8327765,365,365.0,1.0
partition_key,listing_id,3953611,365,365.0,1.0
partition_key,listing_id,2584354,365,365.0,1.0
partition_key,listing_id,4574700,365,365.0,1.0
partition_key,listing_id,5685646,365,365.0,1.0
partition_key,listing_id,977722,365,365.0,1.0
partition_key,listing_id,2931922,365,365.0,1.0
partition_key,listing_id,8253955,365,365.0,1.0
partition_key,listing_id,6426462,365,365.0,1.0
partition_key,listing_id,8154238,365,365.0,1.0
partition_key,listing_id,5020861,365,365.0,1.0
partition_key,listing_id,9611409,365,365.0,1.0
partition_key,listing_id,9282348,365,365.0,1.0
partition_key,listing_id,8939306,365,365.0,1.0
partition_key,listing_id,5423692,365,365.0,1.0
partition_key,listing_id,9159975,365,365.0,1.0
partition_key,listing_id,7561272,365,365.0,1.0
partition_key,listing_id,7326419,365,365.0,1.0
partition_key,listing_id,9373607,365,365.0,1.0
partition_key,listing_id,6717555,365,365.0,1.0
partition_key,listing_id,8939433,365,365.0,1.0
partition_key,listing_id,8939503,365,365.0,1.0
partition_key,listing_id,8742753,365,365.0,1.0
partition_key,listing_id,8939687,365,365.0,1.0
partition_key,listing_id,3793406,365,365.0,1.0
partition_key,listing_id,9134196,365,365.0,1.0
partition_key,listing_id,6007267,365,365.0,1.0
partition_key,listing_id,3422894,365,365.0,1.0
partition_key,listing_id,3630581,365,365.0,1.0
partition_key,listing_id,9394508,365,365.0,1.0
partition_key,listing_id,7348578,365,365.0,1.0
partition_key,listing_id,8869680,365,365.0,1.0
partition_key,listing_id,7678429,365,365.0,1.0
partition_key,listing_id,2979387,365,365.0,1.0
partition_key,listing_id,1531458,365,365.0,1.0
partition_key,listing_id,1549973,365,365.0,1.0
partition_key,listing_id,1123977,365,365.0,1.0
partition_key,listing_id,5719631,365,365.0,1.0
partition_key,listing_id,9580209,365,365.0,1.0
partition_key,listing_id,9364220,365,365.0,1.0
partition_key,listing_id,9663221,365,365.0,1.0
partition_key,listing_id,9636952,365,365.0,1.0
partition_key,listing_id,8594059,365,365.0,1.0
partition_key,listing_id,6278756,365,365.0,1.0
partition_key,listing_id,3679617,365,365.0,1.0
partition_key,listing_id,9416551,365,365.0,1.0
partition_key,listing_id,8322107,365,365.0,1.0
partition_key,listing_id,9511676,365,365.0,1.0
partition_key,listing_id,3158243,365,365.0,1.0
partition_key,listing_id,8327124,365,365.0,1.0
partition_key,listing_id,4311078,365,365.0,1.0
partition_key,listing_id,3329962,365,365.0,1.0
partition_key,listing_id,3263071,365,365.0,1.0
partition_key,listing_id,7302675,365,365.0,1.0
partition_key,listing_id,6250399,365,365.0,1.0
partition_key,listing_id,7387294,365,365.0,1.0
partition_key,listing_id,7363462,365,365.0,1.0
partition_key,listing_id,6796336,365,365.0,1.0
partition_key,listing_id,8156894,365,365.0,1.0
partition_key,listing_id,1150519,365,365.0,1.0
partition_key,listing_id,5969872,365,365.0,1.0
partition_key,listing_id,9617068,365,365.0,1.0
partition_key,listing_id,4438188,365,365.0,1.0
partition_key,listing_id,1521633,365,365.0,1.0
partition_key,listing_id,6623079,365,365.0,1.0
partition_key,listing_id,7561254,365,365.0,1.0
partition_key,listing_id,3494608,365,365.0,1.0
partition_key,listing_id,3085726,365,365.0,1.0
partition_key,listing_id,2256124,365,365.0,1.0
partition_key,listing_id,7071021,365,365.0,1.0
partition_key,listing_id,9465815,365,365.0,1.0
partition_key,listing_id,6938103,365,365.0,1.0
partition_key,listing_id,6913414,365,365.0,1.0
partition_key,listing_id,3706719,365,365.0,1.0
partition_key,listing_id,8174626,365,365.0,1.0
partition_key,listing_id,1571230,365,365.0,1.0
partition_key,listing_id,4270642,365,365.0,1.0
partition_key,listing_id,5407311,365,365.0,1.0
partition_key,listing_id,9976135,365,365.0,1.0
partition_key,listing_id,9558353,365,365.0,1.0
partition_key,listing_id,7247767,365,365.0,1.0
partition_key,listing_id,7035077,365,365.0,1.0
partition_key,listing_id,7353834,365,365.0,1.0
partition_key,listing_id,9319891,365,365.0,1.0
partition_key,listing_id,6575407,365,365.0,1.0
partition_key,listing_id,7550234,365,365.0,1.0
partition_key,listing_id,8939736,365,365.0,1.0
partition_key,listing_id,7247720,365,365.0,1.0
partition_key,listing_id,1786923,365,365.0,1.0
partition_key,listing_id,7649837,365,365.0,1.0
partition_key,listing_id,3610724,365,365.0,1.0
partition_key,listing_id,7988337,365,365.0,1.0
partition_key,listing_id,1773803,365,365.0,1.0
partition_key,listing_id,7536074,365,365.0,1.0
partition_key,listing_id,3770248,365,365.0,1.0
partition_key,listing_id,9097754,365,365.0,1.0
partition_key,listing_id,3291295,365,365.0,1.0
partition_key,listing_id,8171726,365,365.0,1.0
partition_key,listing_id,10031055,365,365.0,1.0
partition_key,listing_id,8939595,365,365.0,1.0
partition_key,listing_id,8155580,365,365.0,1.0
partition_key,listing_id,6705584,365,365.0,1.0
partition_key,listing_id,1417880,365,365.0,1.0
partition_key,listing_id,7245692,365,365.0,1.0
partition_key,listing_id,7153101,365,365.0,1.0
partition_key,listing_id,9014572,365,365.0,1.0
partition_key,listing_id,585418,365,365.0,1.0
partition_key,listing_id,4484426,365,365.0,1.0
partition_key,listing_id,3291777,365,365.0,1.0
partition_key,listing_id,3096191,365,365.0,1.0
partition_key,listing_id,9865846,365,365.0,1.0
partition_key,listing_id,6249536,365,365.0,1.0
partition_key,listing_id,5744931,365,365.0,1.0
partition_key,listing_id,8156764,365,365.0,1.0
partition_key,listing_id,3303857,365,365.0,1.0
partition_key,listing_id,8155710,365,365.0,1.0
partition_key,listing_id,3843706,365,365.0,1.0
partition_key,listing_id,8156860,365,365.0,1.0
partition_key,listing_id,9316399,365,365.0,1.0
partition_key,listing_id,293890,365,365.0,1.0
partition_key,listing_id,7915432,365,365.0,1.0
partition_key,listing_id,7501583,365,365.0,1.0
partition_key,listing_id,10126050,365,365.0,1.0
partition_key,listing_id,7807658,365,365.0,1.0
partition_key,listing_id,1589461,365,365.0,1.0
partition_key,listing_id,9303530,365,365.0,1.0
partition_key,listing_id,7809718,365,365.0,1.0
partition_key,listing_id,140331,365,365.0,1.0
partition_key,listing_id,9462315,365,365.0,1.0
partition_key,listing_id,565703,365,365.0,1.0
partition_key,listing_id,1147349,365,365.0,1.0
partition_key,listing_id,7262358,365,365.0,1.0
partition_key,listing_id,723723,365,365.0,1.0
partition_key,listing_id,4757025,365,365.0,1.0
partition_key,listing_id,3334052,365,365.0,1.0
partition_key,listing_id,7036707,365,365.0,1.0
partition_key,listing_id,5272327,365,365.0,1.0
partition_key,listing_id,3921664,365,365.0,1.0
partition_key,listing_id,9974658,365,365.0,1.0
partition_key,listing_id,2727984,365,365.0,1.0
partition_key,listing_id,794633,365,365.0,1.0
partition_key,listing_id,3959442,365,365.0,1.0
partition_key,listing_id,6761267,365,365.0,1.0
partition_key,listing_id,6824408,365,365.0,1.0
partition_key,listing_id,2526129,365,365.0,1.0
partition_key,listing_id,7859906,365,365.0,1.0
partition_key,listing_id,9636248,365,365.0,1.0
partition_key,listing_id,4623541,365,365.0,1.0
partition_key,listing_id,1970725,365,365.0,1.0
partition_key,listing_id,4418480,365,365.0,1.0
partition_key,listing_id,911001,365,365.0,1.0
partition_key,listing_id,6670332,365,365.0,1.0
partition_key,listing_id,1249060,365,365.0,1.0
partition_key,listing_id,1566487,365,365.0,1.0
partition_key,listing_id,9711153,365,365.0,1.0
partition_key,listing_id,444221,365,365.0,1.0
partition_key,listing_id,1018204,365,365.0,1.0
partition_key,listing_id,4856986,365,365.0,1.0
partition_key,listing_id,2130652,365,365.0,1.0
partition_key,listing_id,5524530,365,365.0,1.0
partition_key,listing_id,9216874,365,365.0,1.0
partition_key,listing_id,7971395,365,365.0,1.0
partition_key,listing_id,2593263,365,365.0,1.0
partition_key,listing_id,443580,365,365.0,1.0
partition_key,listing_id,1614502,365,365.0,1.0
partition_key,listing_id,4477426,365,365.0,1.0
partition_key,listing_id,7648716,365,365.0,1.0
partition_key,listing_id,9696912,365,365.0,1.0
partition_key,listing_id,3585592,365,365.0,1.0
partition_key,listing_id,3757858,365,365.0,1.0
partition_key,listing_id,7219838,365,365.0,1.0
partition_key,listing_id,6022715,365,365.0,1.0
partition_key,listing_id,7685745,365,365.0,1.0
partition_key,listing_id,4565370,365,365.0,1.0
partition_key,listing_id,4783817,365,365.0,1.0
partition_key,listing_id,2593176,365,365.0,1.0
partition_key,listing_id,3143227,365,365.0,1.0
partition_key,listing_id,1214306,365,365.0,1.0
partition_key,listing_id,9448215,365,365.0,1.0
partition_key,listing_id,9369481,365,365.0,1.0
partition_key,listing_id,3533224,365,365.0,1.0
partition_key,listing_id,443736,365,365.0,1.0
partition_key,listing_id,6675927,365,365.0,1.0
partition_key,listing_id,1772119,365,365.0,1.0
partition_key,listing_id,7808495,365,365.0,1.0
partition_key,listing_id,4539948,365,365.0,1.0
partition_key,listing_id,7768727,365,365.0,1.0
partition_key,listing_id,769213,365,365.0,1.0
partition_key,listing_id,5328449,365,365.0,1.0
partition_key,listing_id,1763809,365,365.0,1.0
partition_key,listing_id,1499596,365,365.0,1.0
partition_key,listing_id,4737727,365,365.0,1.0
partition_key,listing_id,8242212,365,365.0,1.0
partition_key,listing_id,8186781,365,365.0,1.0
partition_key,listing_id,7229015,365,365.0,1.0
partition_key,listing_id,5814207,365,365.0,1.0
partition_key,listing_id,2274086,365,365.0,1.0
partition_key,listing_id,4387985,365,365.0,1.0
partition_key,listing_id,9909445,365,365.0,1.0
partition_key,listing_id,7664899,365,365.0,1.0
partition_key,listing_id,4773614,365,365.0,1.0
partition_key,listing_id,3946674,365,365.0,1.0
partition_key,listing_id,8616488,365,365.0,1.0
partition_key,listing_id,7518316,365,365.0,1.0
partition_key,listing_id,5259194,365,365.0,1.0
partition_key,listing_id,9256702,365,365.0,1.0
partition_key,listing_id,9240289,365,365.0,1.0
partition_key,listing_id,2032805,365,365.0,1.0
partition_key,listing_id,3751503,365,365.0,1.0
partition_key,listing_id,7581974,365,365.0,1.0
partition_key,listing_id,6558980,365,365.0,1.0
partition_key,listing_id,2399736,365,365.0,1.0
partition_key,listing_id,8674765,365,365.0,1.0
partition_key,listing_id,6004165,365,365.0,1.0
partition_key,listing_id,1826155,365,365.0,1.0
partition_key,listing_id,4857192,365,365.0,1.0
partition_key,listing_id,7748905,365,365.0,1.0
partition_key,listing_id,973859,365,365.0,1.0
partition_key,listing_id,6716380,365,365.0,1.0
partition_key,listing_id,7953211,365,365.0,1.0
partition_key,listing_id,5241773,365,365.0,1.0
partition_key,listing_id,3144597,365,365.0,1.0
partition_key,listing_id,7698916,365,365.0,1.0
partition_key,listing_id,7305969,365,365.0,1.0
partition_key,listing_id,5069495,365,365.0,1.0
partition_key,listing_id,1817878,365,365.0,1.0
partition_key,listing_id,4430381,365,365.0,1.0
partition_key,listing_id,6528192,365,365.0,1.0
partition_key,listing_id,3177005,365,365.0,1.0
partition_key,listing_id,4430233,365,365.0,1.0
partition_key,listing_id,670009,365,365.0,1.0
partition_key,listing_id,4577542,365,365.0,1.0
partition_key,listing_id,6764646,365,365.0,1.0
partition_key,listing_id,4256705,365,365.0,1.0
partition_key,listing_id,8812578,365,365.0,1.0
partition_key,listing_id,341454,365,365.0,1.0
partition_key,listing_id,8195629,365,365.0,1.0
partition_key,listing_id,2577625,365,365.0,1.0
partition_key,listing_id,555858,365,365.0,1.0
partition_key,listing_id,4814811,365,365.0,1.0
partition_key,listing_id,9484823,365,365.0,1.0
partition_key,listing_id,660603,365,365.0,1.0
partition_key,listing_id,3940265,365,365.0,1.0
partition_key,listing_id,7500976,365,365.0,1.0
partition_key,listing_id,9516608,365,365.0,1.0
partition_key,listing_id,9712716,365,365.0,1.0
partition_key,listing_id,5813657,365,365.0,1.0
partition_key,listing_id,8884826,365,365.0,1.0
partition_key,listing_id,1978743,365,365.0,1.0
partition_key,listing_id,6091789,365,365.0,1.0
partition_key,listing_id,6165353,365,365.0,1.0
partition_key,listing_id,1244053,365,365.0,1.0
partition_key,listing_id,8508223,365,365.0,1.0
partition_key,listing_id,6991188,365,365.0,1.0
partition_key,listing_id,7344117,365,365.0,1.0
partition_key,listing_id,9506766,365,365.0,1.0
partition_key,listing_id,6451305,365,365.0,1.0
partition_key,listing_id,7531405,365,365.0,1.0
partition_key,listing_id,9612147,365,365.0,1.0
partition_key,listing_id,666897,365,365.0,1.0
partition_key,listing_id,4061051,365,365.0,1.0
partition_key,listing_id,3394338,365,365.0,1.0
partition_key,listing_id,4238106,365,365.0,1.0
partition_key,listing_id,7350059,365,365.0,1.0
partition_key,listing_id,5262750,365,365.0,1.0
partition_key,listing_id,2802844,365,365.0,1.0
partition_key,listing_id,3123632,365,365.0,1.0
partition_key,listing_id,3024336,365,365.0,1.0
partition_key,listing_id,8652185,365,365.0,1.0
partition_key,listing_id,10192213,365,365.0,1.0
partition_key,listing_id,3970736,365,365.0,1.0
partition_key,listing_id,4546924,365,365.0,1.0
partition_key,listing_id,2760901,365,365.0,1.0
partition_key,listing_id,3490239,365,365.0,1.0
partition_key,listing_id,3416217,365,365.0,1.0
partition_key,listing_id,5537833,365,365.0,1.0
partition_key,listing_id,8372562,365,365.0,1.0
partition_key,listing_id,8866960,365,365.0,1.0
partition_key,listing_id,3354614,365,365.0,1.0
partition_key,listing_id,8953857,365,365.0,1.0
partition_key,listing_id,7093738,365,365.0,1.0
partition_key,listing_id,5277900,365,365.0,1.0
partition_key,listing_id,1171574,365,365.0,1.0
partition_key,listing_id,1818754,365,365.0,1.0
partition_key,listing_id,74328,365,365.0,1.0
partition_key,listing_id,6728017,365,365.0,1.0
partition_key,listing_id,2612399,365,365.0,1.0
partition_key,listing_id,2515795,365,365.0,1.0
partition_key,listing_id,7093910,365,365.0,1.0
partition_key,listing_id,4170863,365,365.0,1.0
partition_key,listing_id,7941079,365,365.0,1.0
partition_key,listing_id,1442973,365,365.0,1.0
partition_key,listing_id,4396961,365,365.0,1.0
partition_key,listing_id,5859152,365,365.0,1.0
partition_key,listing_id,8555794,365,365.0,1.0
partition_key,listing_id,2112625,365,365.0,1.0
partition_key,listing_id,8814802,365,365.0,1.0
partition_key,listing_id,8273948,365,365.0,1.0
partition_key,listing_id,319768,365,365.0,1.0
partition_key,listing_id,1961671,365,365.0,1.0
partition_key,listing_id,3691288,365,365.0,1.0
partition_key,listing_id,8703557,365,365.0,1.0
partition_key,listing_id,8525338,365,365.0,1.0
partition_key,listing_id,8049470,365,365.0,1.0
partition_key,listing_id,1455908,365,365.0,1.0
partition_key,listing_id,8525825,365,365.0,1.0
partition_key,listing_id,3463245,365,365.0,1.0
partition_key,listing_id,4172364,365,365.0,1.0
partition_key,listing_id,3728802,365,365.0,1.0
partition_key,listing_id,6512378,365,365.0,1.0
partition_key,listing_id,785830,365,365.0,1.0
partition_key,listing_id,8616606,365,365.0,1.0
partition_key,listing_id,5078244,365,365.0,1.0
partition_key,listing_id,7921278,365,365.0,1.0
partition_key,listing_id,8016610,365,365.0,1.0
partition_key,listing_id,4468524,365,365.0,1.0
partition_key,listing_id,8424532,365,365.0,1.0
partition_key,listing_id,6990882,365,365.0,1.0
partition_key,listing_id,4017140,365,365.0,1.0
partition_key,listing_id,9489310,365,365.0,1.0
partition_key,listing_id,8104742,365,365.0,1.0
partition_key,listing_id,9407255,365,365.0,1.0
partition_key,listing_id,6475289,365,365.0,1.0
partition_key,listing_id,1377812,365,365.0,1.0
partition_key,listing_id,9512909,365,365.0,1.0
partition_key,listing_id,4432489,365,365.0,1.0
partition_key,listing_id,7471629,365,365.0,1.0
partition_key,listing_id,8067827,365,365.0,1.0
partition_key,listing_id,4384095,365,365.0,1.0
partition_key,listing_id,1351716,365,365.0,1.0
partition_key,listing_id,8392661,365,365.0,1.0
partition_key,listing_id,281208,365,365.0,1.0
partition_key,listing_id,7859909,365,365.0,1.0
partition_key,listing_id,9416373,365,365.0,1.0
partition_key,listing_id,1404307,365,365.0,1.0
partition_key,listing_id,7480843,365,365.0,1.0
partition_key,listing_id,877203,365,365.0,1.0
partition_key,listing_id,7037291,365,365.0,1.0
partition_key,listing_id,7931386,365,365.0,1.0
partition_key,listing_id,8173825,365,365.0,1.0
partition_key,listing_id,6759104,365,365.0,1.0
partition_key,listing_id,7619060,365,365.0,1.0
partition_key,listing_id,7095802,365,365.0,1.0
partition_key,listing_id,8103432,365,365.0,1.0
partition_key,listing_id,3998922,365,365.0,1.0
partition_key,listing_id,8922153,365,365.0,1.0
partition_key,listing_id,5932882,365,365.0,1.0
partition_key,listing_id,6187340,365,365.0,1.0
partition_key,listing_id,8350401,365,365.0,1.0
partition_key,listing_id,1273432,365,365.0,1.0
partition_key,listing_id,2830174,365,365.0,1.0
partition_key,listing_id,9370866,365,365.0,1.0
partition_key,listing_id,8339303,365,365.0,1.0
partition_key,listing_id,8107555,365,365.0,1.0
partition_key,listing_id,3946160,365,365.0,1.0
partition_key,listing_id,4061207,365,365.0,1.0
partition_key,listing_id,113951,365,365.0,1.0
partition_key,listing_id,5102135,365,365.0,1.0
partition_key,listing_id,5060388,365,365.0,1.0
partition_key,listing_id,286712,365,365.0,1.0
partition_key,listing_id,5463875,365,365.0,1.0
partition_key,listing_id,4316910,365,365.0,1.0
partition_key,listing_id,7093986,365,365.0,1.0
partition_key,listing_id,4777832,365,365.0,1.0
partition_key,listing_id,7429207,365,365.0,1.0
partition_key,listing_id,7664565,365,365.0,1.0
partition_key,listing_id,5792683,365,365.0,1.0
partition_key,listing_id,1856970,365,365.0,1.0
partition_key,listing_id,4084712,365,365.0,1.0
partition_key,listing_id,6411986,365,365.0,1.0
partition_key,listing_id,9258687,365,365.0,1.0
partition_key,listing_id,9426058,365,365.0,1.0
partition_key,listing_id,9736801,365,365.0,1.0
partition_key,listing_id,4297068,365,365.0,1.0
partition_key,listing_id,8221520,365,365.0,1.0
partition_key,listing_id,2387605,365,365.0,1.0
partition_key,listing_id,8389809,365,365.0,1.0
partition_key,listing_id,7048843,365,365.0,1.0
partition_key,listing_id,879181,365,365.0,1.0
partition_key,listing_id,6423488,365,365.0,1.0
partition_key,listing_id,7241905,365,365.0,1.0
partition_key,listing_id,1246809,365,365.0,1.0
partition_key,listing_id,10273158,365,365.0,1.0
partition_key,listing_id,5615620,365,365.0,1.0
partition_key,listing_id,936484,365,365.0,1.0
partition_key,listing_id,5415077,365,365.0,1.0
partition_key,listing_id,938785,365,365.0,1.0
partition_key,listing_id,934216,365,365.0,1.0
partition_key,listing_id,6119821,365,365.0,1.0
partition_key,listing_id,3385421,365,365.0,1.0
partition_key,listing_id,5981343,365,365.0,1.0
partition_key,listing_id,9706229,365,365.0,1.0
partition_key,listing_id,8212989,365,365.0,1.0
partition_key,listing_id,9444769,365,365.0,1.0
partition_key,listing_id,5422159,365,365.0,1.0
partition_key,listing_id,9532861,365,365.0,1.0
partition_key,listing_id,3380159,365,365.0,1.0
partition_key,listing_id,9294683,365,365.0,1.0
partition_key,listing_id,8253456,365,365.0,1.0
partition_key,listing_id,944237,365,365.0,1.0
partition_key,listing_id,4165387,365,365.0,1.0
partition_key,listing_id,9866984,365,365.0,1.0
partition_key,listing_id,7179337,365,365.0,1.0
partition_key,listing_id,9768655,365,365.0,1.0
partition_key,listing_id,8015531,365,365.0,1.0
partition_key,listing_id,991961,365,365.0,1.0
partition_key,listing_id,4597584,365,365.0,1.0
partition_key,listing_id,8035212,365,365.0,1.0
partition_key,listing_id,8053396,365,365.0,1.0
partition_key,listing_id,9634448,365,365.0,1.0
partition_key,listing_id,2516391,365,365.0,1.0
partition_key,listing_id,7581631,365,365.0,1.0
partition_key,listing_id,7067650,365,365.0,1.0
partition_key,listing_id,706385,365,365.0,1.0
partition_key,listing_id,6005443,365,365.0,1.0
partition_key,listing_id,6883913,365,365.0,1.0
partition_key,listing_id,6523393,365,365.0,1.0
partition_key,listing_id,7922676,365,365.0,1.0
partition_key,listing_id,6766513,365,365.0,1.0
partition_key,listing_id,682135,365,365.0,1.0
partition_key,listing_id,4678866,365,365.0,1.0
partition_key,listing_id,708774,365,365.0,1.0
partition_key,listing_id,3158210,365,365.0,1.0
partition_key,listing_id,1494828,365,365.0,1.0
partition_key,listing_id,7291403,365,365.0,1.0
partition_key,listing_id,7075357,365,365.0,1.0
partition_key,listing_id,8000037,365,365.0,1.0
partition_key,listing_id,1652097,365,365.0,1.0
partition_key,listing_id,4660460,365,365.0,1.0
partition_key,listing_id,1944596,365,365.0,1.0
partition_key,listing_id,5593504,365,365.0,1.0
partition_key,listing_id,7999692,365,365.0,1.0
partition_key,listing_id,619366,365,365.0,1.0
partition_key,listing_id,7999972,365,365.0,1.0
partition_key,listing_id,3379116,365,365.0,1.0
partition_key,listing_id,10272763,365,365.0,1.0
partition_key,listing_id,10077121,365,365.0,1.0
partition_key,listing_id,7536219,365,365.0,1.0
partition_key,listing_id,4688603,365,365.0,1.0
partition_key,listing_id,7936877,365,365.0,1.0
partition_key,listing_id,3627658,365,365.0,1.0
partition_key,listing_id,6363779,365,365.0,1.0
partition_key,listing_id,2693137,365,365.0,1.0
partition_key,listing_id,7697340,365,365.0,1.0
partition_key,listing_id,5707514,365,365.0,1.0
partition_key,listing_id,7844444,365,365.0,1.0
partition_key,listing_id,7481498,365,365.0,1.0
partition_key,listing_id,535300,365,365.0,1.0
partition_key,listing_id,68508,365,365.0,1.0
partition_key,listing_id,8294379,365,365.0,1.0
partition_key,listing_id,9137487,365,365.0,1.0
partition_key,listing_id,4481979,365,365.0,1.0
partition_key,listing_id,5353512,365,365.0,1.0
partition_key,listing_id,244499,365,365.0,1.0
partition_key,listing_id,3316219,365,365.0,1.0
partition_key,listing_id,6613601,365,365.0,1.0
partition_key,listing_id,7833113,365,365.0,1.0
partition_key,listing_id,7439802,365,365.0,1.0
partition_key,listing_id,10135378,365,365.0,1.0
partition_key,listing_id,9330174,365,365.0,1.0
partition_key,listing_id,9597415,365,365.0,1.0
partition_key,listing_id,8831088,365,365.0,1.0
partition_key,listing_id,7401671,365,365.0,1.0
partition_key,listing_id,5330475,365,365.0,1.0
partition_key,listing_id,8067001,365,365.0,1.0
partition_key,listing_id,8829089,365,365.0,1.0
partition_key,listing_id,8814555,365,365.0,1.0
partition_key,listing_id,6852288,365,365.0,1.0
partition_key,listing_id,6913706,365,365.0,1.0
partition_key,listing_id,2387265,365,365.0,1.0
partition_key,listing_id,48319,365,365.0,1.0
partition_key,listing_id,9885225,365,365.0,1.0
partition_key,listing_id,8083242,365,365.0,1.0
